Time,Signal1,Signal2,Replicate,Expression
0,0.1,0,2,0.0189556856347061
0,0.1,0,3,0.0190857575931656
0,0.1,0,4,0.0191810111808329
0,0.1,0,5,0.0193798252573988
0,0.1,0.01,1,0.0224047153006695
0,0.1,0.01,2,0.0223248588670552
0,0.1,0.01,3,0.0234128252039326
0,0.1,0.01,4,0.0221284932132029
0,0.1,0.01,5,0.0224284195841958
0,0.1,0.02,1,0.0260372912615165
0,0.1,0.02,2,0.0246827978670994
0,0.1,0.02,3,0.0258751966816625
0,0.1,0.02,4,0.0260380396366862
0,0.1,0.02,5,0.0249271135784151
0,0.1,0.05,1,0.0328870440784446
0,0.1,0.05,2,0.0312017969474677
0,0.1,0.05,3,0.0319197082447898
0,0.1,0.05,4,0.03232799372061
0,0.1,0.05,5,0.0321505940634101
0,0.1,0.1,1,0.0411516967215731
0,0.1,0.1,2,0.0409964591004846
0,0.1,0.1,3,0.0415757657607884
0,0.1,0.1,4,0.0399048782678895
0,0.1,0.1,5,0.0404633222843144
0,0.1,0.2,1,0.0532188726522379
0,0.1,0.2,2,0.0522291246405867
0,0.1,0.2,3,0.0520179085828928
0,0.1,0.2,4,0.0517414603162593
0,0.1,0.2,5,0.0532527396537308
0,0.1,0.5,1,0.0689208666537115
0,0.1,0.5,2,0.0645096661536073
0,0.1,0.5,3,0.0664684686380184
0,0.1,0.5,4,0.0678125360159695
0,0.1,0.5,5,0.0667148903875906
0,0.1,1,1,0.0703595594981131
0,0.1,1,2,0.0731945069252554
0,0.1,1,3,0.0736613992469018
0,0.1,1,4,0.0739652250273129
0,0.1,1,5,0.0762299725240272
0,0.1,2,1,0.0828784402752177
0,0.1,2,2,0.08039755012187
0,0.1,2,3,0.0811127102250165
0,0.1,2,4,0.0816066808080345
0,0.1,2,5,0.0788192439332604
0,0.1,5,1,0.0821872131631505
0,0.1,5,2,0.0835679483534225
0,0.1,5,3,0.0842347828822966
0,0.1,5,4,0.0813486702035757
0,0.1,5,5,0.084643081339918
0,0.2,0,1,0.0215078781071296
0,0.2,0,2,0.0213426828677254
0,0.2,0,3,0.0220431403986348
0,0.2,0,4,0.0216481712452129
0,0.2,0,5,0.0214559289714675
0,0.2,0.01,1,0.0274872044763589
0,0.2,0.01,2,0.0274738335799825
0,0.2,0.01,3,0.0282225324455602
0,0.2,0.01,4,0.0266841887836461
0,0.2,0.01,5,0.0274023239649399
0,0.2,0.02,1,0.0309242537535812
0,0.2,0.02,2,0.0327994853587549
0,0.2,0.02,3,0.031273266112694
0,0.2,0.02,4,0.0316443678503686
0,0.2,0.02,5,0.0315415430485408
0,0.2,0.05,1,0.0445830201986175
0,0.2,0.05,2,0.0436111093298608
0,0.2,0.05,3,0.0434600537223673
0,0.2,0.05,4,0.0431513088410796
0,0.2,0.05,5,0.0444000547975504
0,0.2,0.1,1,0.0563325700088461
0,0.2,0.1,2,0.0571862641507741
0,0.2,0.1,3,0.0586555154579749
0,0.2,0.1,4,0.0560678795125418
0,0.2,0.1,5,0.0579745964159998
0,0.2,0.2,1,0.0754850781975912
0,0.2,0.2,2,0.0788710640561855
0,0.2,0.2,3,0.0779404551924687
0,0.2,0.2,4,0.076233279125679
0,0.2,0.2,5,0.076731830338504
0,0.2,0.5,1,0.0998251624501764
0,0.2,0.5,2,0.106675913524349
0,0.2,0.5,3,0.0999536946288328
0,0.2,0.5,4,0.0963020094862014
0,0.2,0.5,5,0.0991575253139689
0,0.2,1,1,0.113051000381594
0,0.2,1,2,0.110450027690495
0,0.2,1,3,0.114727701017844
0,0.2,1,4,0.117262820572519
0,0.2,1,5,0.112910955906137
0,0.2,2,1,0.119775187045272
0,0.2,2,2,0.121151778592906
0,0.2,2,3,0.123769530715668
0,0.2,2,4,0.122645925365962
0,0.2,2,5,0.118146796999033
0,0.2,5,1,0.130617005791729
0,0.2,5,2,0.1306706781153
0,0.2,5,3,0.12449236546379
0,0.2,5,4,0.129591822308119
0,0.2,5,5,0.131116105321651
0,0.5,0,1,0.0293936212330693
0,0.5,0,2,0.0288200641508292
0,0.5,0,3,0.0295939811083824
0,0.5,0,4,0.0283015283690958
0,0.5,0,5,0.0279178735019053
0,0.5,0.01,1,0.0392800644348908
0,0.5,0.01,2,0.0385863249627252
0,0.5,0.01,3,0.0390279101087156
0,0.5,0.01,4,0.0378136742090638
0,0.5,0.01,5,0.0397447697456915
0,0.5,0.02,1,0.0455522769539758
0,0.5,0.02,2,0.0467085948524738
0,0.5,0.02,3,0.0450579272037867
0,0.5,0.02,4,0.0451773976805218
0,0.5,0.02,5,0.0452601753160878
0,0.5,0.05,1,0.0650733061915606
0,0.5,0.05,2,0.0660290033513268
0,0.5,0.05,3,0.0667738827000159
0,0.5,0.05,4,0.0667490146240329
0,0.5,0.05,5,0.0662269069729075
0,0.5,0.1,1,0.0905533122885945
0,0.5,0.1,2,0.089038696559319
0,0.5,0.1,3,0.0884300932555226
0,0.5,0.1,4,0.0893567625062316
0,0.5,0.1,5,0.0904632790241618
0,0.5,0.2,1,0.118802999005783
0,0.5,0.2,2,0.124254443339754
0,0.5,0.2,3,0.124024075671394
0,0.5,0.2,4,0.122111428381034
0,0.5,0.2,5,0.121485976330596
0,0.5,0.5,1,0.158060357027857
0,0.5,0.5,2,0.153024864248331
0,0.5,0.5,3,0.158270133106661
0,0.5,0.5,4,0.156498195823447
0,0.5,0.5,5,0.163345480362072
0,0.5,1,1,0.19000043813206
0,0.5,1,2,0.185084129256581
0,0.5,1,3,0.182492871235343
0,0.5,1,4,0.180291018498364
0,0.5,1,5,0.181990810626734
0,0.5,2,1,0.201735723700831
0,0.5,2,2,0.198830993159254
0,0.5,2,3,0.206428906548774
0,0.5,2,4,0.195498306427214
0,0.5,2,5,0.188222117040363
0,0.5,5,1,0.209990014839254
0,0.5,5,2,0.205089060174154
0,0.5,5,3,0.211603530852788
0,0.5,5,4,0.210018802178954
0,0.5,5,5,0.215779383295743
0,1,0,1,0.0372247793436089
0,1,0,2,0.0389955382910169
0,1,0,3,0.0391812339467604
0,1,0,4,0.0376387336095148
0,1,0,5,0.0394645350108493
0,1,0.01,1,0.0527736014162552
0,1,0.01,2,0.0507330274946514
0,1,0.01,3,0.0515828691019013
0,1,0.01,4,0.050725797769112
0,1,0.01,5,0.0489977518013027
0,1,0.02,1,0.0610565584341795
0,1,0.02,2,0.0597499992664187
0,1,0.02,3,0.0599582828714198
0,1,0.02,4,0.0609516476934951
0,1,0.02,5,0.0613185082587512
0,1,0.05,1,0.0825929198301952
0,1,0.05,2,0.0882004452536941
0,1,0.05,3,0.0866067961410779
0,1,0.05,4,0.0850142340775721
0,1,0.05,5,0.087070370475269
0,1,0.1,1,0.114334630483125
0,1,0.1,2,0.116708411540273
0,1,0.1,3,0.118628374334222
0,1,0.1,4,0.115740395282247
0,1,0.1,5,0.116004552281657
0,1,0.2,1,0.153633805693477
0,1,0.2,2,0.157285956425262
0,1,0.2,3,0.155472980501439
0,1,0.2,4,0.155782086529791
0,1,0.2,5,0.161752111205596
0,1,0.5,1,0.211118234578148
0,1,0.5,2,0.20665307417765
0,1,0.5,3,0.211001402003677
0,1,0.5,4,0.200935361959966
0,1,0.5,5,0.201440688080175
0,1,1,1,0.236011761986572
0,1,1,2,0.234210208091317
0,1,1,3,0.236820132717989
0,1,1,4,0.243035183577404
0,1,1,5,0.240566322947123
0,1,2,1,0.24885187030787
0,1,2,2,0.256608156254215
0,1,2,3,0.267920314704883
0,1,2,4,0.25439726698693
0,1,2,5,0.243917131139122
0,1,5,1,0.259945218634763
0,1,5,2,0.265124683803732
0,1,5,3,0.275628484450669
0,1,5,4,0.268440255288612
0,1,5,5,0.273120590349674
0,2,0,1,0.0511871361791208
0,2,0,2,0.0509022241148923
0,2,0,3,0.0528963780540289
0,2,0,4,0.0498786793675527
0,2,0,5,0.0499829652877862
0,2,0.01,1,0.0647211899007303
0,2,0.01,2,0.0663330939843714
0,2,0.01,3,0.0666170253100805
0,2,0.01,4,0.0624946761333399
0,2,0.01,5,0.0658619965509222
0,2,0.02,1,0.0754091351061922
0,2,0.02,2,0.0762103113358917
0,2,0.02,3,0.073661695535876
0,2,0.02,4,0.0760605986816232
0,2,0.02,5,0.0753021209625471
0,2,0.05,1,0.10441259042959
0,2,0.05,2,0.10912623983282
0,2,0.05,3,0.108510044473706
0,2,0.05,4,0.107187796599067
0,2,0.05,5,0.103476579072191
0,2,0.1,1,0.139075317653543
0,2,0.1,2,0.143447464001204
0,2,0.1,3,0.137015468112736
0,2,0.1,4,0.14233824531451
0,2,0.1,5,0.14042168625146
0,2,0.2,1,0.190702766400295
0,2,0.2,2,0.184728587862303
0,2,0.2,3,0.188607648856575
0,2,0.2,4,0.182505290833243
0,2,0.2,5,0.189566396257693
0,2,0.5,1,0.249862237161365
0,2,0.5,2,0.242279528784929
0,2,0.5,3,0.250041206663992
0,2,0.5,4,0.251544699936922
0,2,0.5,5,0.246529492438347
0,2,1,1,0.290820814044219
0,2,1,2,0.282244760205936
0,2,1,3,0.275400907877281
0,2,1,4,0.284019328098317
0,2,1,5,0.280588701733992
0,2,2,1,0.304447257041177
0,2,2,2,0.299451703790226
0,2,2,3,0.313920351793041
0,2,2,4,0.30036460224998
0,2,2,5,0.308049611126955
0,2,5,1,0.322845238273263
0,2,5,2,0.328206464395667
0,2,5,3,0.318337423033519
0,2,5,4,0.327345625438845
0,2,5,5,0.330621391854032
0,5,0,1,0.0688188468038611
0,5,0,2,0.0685528932824681
0,5,0,3,0.0697700196650219
0,5,0,4,0.0689991330994499
0,5,0,5,0.0717607026830338
0,5,0.01,1,0.0845803313762998
0,5,0.01,2,0.0808740536958965
0,5,0.01,3,0.0855294139663142
0,5,0.01,4,0.0854935718327155
0,5,0.01,5,0.0825316679514759
0,5,0.02,1,0.0959583164949583
0,5,0.02,2,0.0988083037167535
0,5,0.02,3,0.0953131385985976
0,5,0.02,4,0.0961144016795556
0,5,0.02,5,0.0976677622153755
0,5,0.05,1,0.126994380565434
0,5,0.05,2,0.130642580416996
0,5,0.05,3,0.129890585726134
0,5,0.05,4,0.134571444633408
0,5,0.05,5,0.131167379401169
0,5,0.1,1,0.168697522138714
0,5,0.1,2,0.173833405169792
0,5,0.1,3,0.169124663864179
0,5,0.1,4,0.174427045306179
0,5,0.1,5,0.165540326868483
0,5,0.2,1,0.227581032865012
0,5,0.2,2,0.224774763515478
0,5,0.2,3,0.225638958093651
0,5,0.2,4,0.221061721826623
0,5,0.2,5,0.226231741839484
0,5,0.5,1,0.291380885619147
0,5,0.5,2,0.2936765012224
0,5,0.5,3,0.28795634168788
0,5,0.5,4,0.29621664387324
0,5,0.5,5,0.291396942016165
0,5,1,1,0.336251886111511
0,5,1,2,0.335873101068927
0,5,1,3,0.324702069199606
0,5,1,4,0.322560955054103
0,5,1,5,0.324303184451915
0,5,2,1,0.349722094251492
0,5,2,2,0.348623748206732
0,5,2,3,0.350398687776959
0,5,2,4,0.35587531124103
0,5,2,5,0.351127387584309
0,5,5,1,0.381294555407858
0,5,5,2,0.376523442800885
0,5,5,3,0.382603182090892
0,5,5,4,0.377412037632892
0,5,5,5,0.378920885176587
1,0,0,1,0.497071339816758
1,0,0,2,0.481967228013657
1,0,0,3,0.484506991479899
1,0,0,4,0.490611746984976
1,0,0,5,0.489781398320032
1,0,0.01,1,0.536068514507833
1,0,0.01,2,0.52415756955948
1,0,0.01,3,0.516081131932152
1,0,0.01,4,0.530902085770996
1,0,0.01,5,0.530017436003308
1,0,0.02,1,0.553486687131953
1,0,0.02,2,0.541945364175684
1,0,0.02,3,0.53347223570827
1,0,0.02,4,0.538565957433028
1,0,0.02,5,0.524659846379527
1,0,0.05,1,0.508781623452698
1,0,0.05,2,0.539062973951847
1,0,0.05,3,0.528616771257674
1,0,0.05,4,0.544105820551097
1,0,0.05,5,0.537882319315904
1,0,0.1,1,0.536204853655762
1,0,0.1,2,0.523624690542633
1,0,0.1,3,0.536538980672561
1,0,0.1,4,0.523107185519175
1,0,0.1,5,0.530121486681293
1,0,0.2,1,0.526585770087124
1,0,0.2,2,0.530690699922903
1,0,0.2,3,0.551993661561853
1,0,0.2,4,0.52574649166061
1,0,0.2,5,0.523037915839334
1,0,0.5,1,0.541137856284633
1,0,0.5,2,0.520163151581977
1,0,0.5,3,0.52689479342194
1,0,0.5,4,0.514253058815171
1,0,0.5,5,0.530643566561254
1,0,1,1,0.532695518670359
1,0,1,2,0.533269739887486
1,0,1,3,0.527223078178949
1,0,1,4,0.533716573968697
1,0,1,5,0.522096415329269
1,0,2,1,0.509051767698302
1,0,2,2,0.521388683351107
1,0,2,3,0.535724093410273
1,0,2,4,0.543124632974063
1,0,2,5,0.536963520498251
1,0,5,1,0.521389095592857
1,0,5,2,0.530942069159307
1,0,5,3,0.515786763200679
1,0,5,4,0.533599401460598
1,0,5,5,0.531620907293871
1,0.01,0,1,0.486309137437673
1,0.01,0,2,0.498479685947486
1,0.01,0,3,0.518021119365752
1,0.01,0,4,0.481511295543255
1,0.01,0,5,0.495018496614423
1,0.01,0.01,1,0.531340152750664
1,0.01,0.01,2,0.537055614645277
1,0.01,0.01,3,0.530442721971808
1,0.01,0.01,4,0.552640945702366
1,0.01,0.01,5,0.538316266651955
1,0.01,0.02,1,0.559927336237725
1,0.01,0.02,2,0.56587321703241
1,0.01,0.02,3,0.555235797245085
1,0.01,0.02,4,0.565844085017477
1,0.01,0.02,5,0.556463564619682
1,0.01,0.05,1,0.581548582431721
1,0.01,0.05,2,0.58892001410639
1,0.01,0.05,3,0.596379096981967
1,0.01,0.05,4,0.580909195181147
1,0.01,0.05,5,0.60418803156954
1,0.01,0.1,1,0.602000322986271
1,0.01,0.1,2,0.591129463522261
1,0.01,0.1,3,0.620148332915233
1,0.01,0.1,4,0.588704593316354
1,0.01,0.1,5,0.581587175249921
1,0.01,0.2,1,0.656674101190366
1,0.01,0.2,2,0.660316092202708
1,0.01,0.2,3,0.653289519441778
1,0.01,0.2,4,0.654061366932697
1,0.01,0.2,5,0.664798483153088
1,0.01,0.5,1,0.706793418680032
1,0.01,0.5,2,0.715300376643288
1,0.01,0.5,3,0.707625830785891
1,0.01,0.5,4,0.706693032075557
1,0.01,0.5,5,0.738611572197644
1,0.01,1,1,0.77283593799486
1,0.01,1,2,0.747500198652429
1,0.01,1,3,0.75667502194626
1,0.01,1,4,0.763497724824882
1,0.01,1,5,0.721197740497451
1,0.01,2,1,0.727933940048804
1,0.01,2,2,0.783098755369817
1,0.01,2,3,0.765648891259723
1,0.01,2,4,0.74290177883882
1,0.01,2,5,0.775525868167702
1,0.01,5,1,0.79044648927673
1,0.01,5,2,0.808520350703632
1,0.01,5,3,0.77566390914678
1,0.01,5,4,0.775791431877901
1,0.01,5,5,0.761303712155568
1,0.02,0,1,0.485192469572384
1,0.02,0,2,0.504386463848547
1,0.02,0,3,0.52329294279451
1,0.02,0,4,0.500589035095961
1,0.02,0,5,0.514025459153385
1,0.02,0.01,1,0.552440871212198
1,0.02,0.01,2,0.585823733333333
1,0.02,0.01,3,0.583873617421602
1,0.02,0.01,4,0.55950473239043
1,0.02,0.01,5,0.557288413085005
1,0.02,0.02,1,0.600728740292847
1,0.02,0.02,2,0.601882026095975
1,0.02,0.02,3,0.600095569516421
1,0.02,0.02,4,0.589648381614254
1,0.02,0.02,5,0.59301609186116
1,0.02,0.05,1,0.646315526574829
1,0.02,0.05,2,0.634815124320118
1,0.02,0.05,3,0.665357196023814
1,0.02,0.05,4,0.628364729794391
1,0.02,0.05,5,0.630867111646828
1,0.02,0.1,1,0.704148322368101
1,0.02,0.1,2,0.704882298793064
1,0.02,0.1,3,0.688487731920349
1,0.02,0.1,4,0.685747326488857
1,0.02,0.1,5,0.69340438251515
1,0.02,0.2,1,0.778951312198925
1,0.02,0.2,2,0.784374393279889
1,0.02,0.2,3,0.764335423193485
1,0.02,0.2,4,0.773646480623235
1,0.02,0.2,5,0.7772867274335
1,0.02,0.5,1,0.872813190833692
1,0.02,0.5,2,0.90957762397589
1,0.02,0.5,3,0.901024793986739
1,0.02,0.5,4,0.885603914056665
1,0.02,0.5,5,0.92011932073529
1,0.02,1,1,0.974915005371227
1,0.02,1,2,0.950188958113644
1,0.02,1,3,0.97239350390723
1,0.02,1,4,0.948640097259435
1,0.02,1,5,0.943744818166094
1,0.02,2,1,0.975341573390918
1,0.02,2,2,1.01872841360262
1,0.02,2,3,1.02287256531275
1,0.02,2,4,1.01349444045927
1,0.02,2,5,0.989474088172569
1,0.02,5,1,1.04725455309165
1,0.02,5,2,1.01758697569775
1,0.02,5,3,1.02403906348185
1,0.02,5,4,1.01906367560352
1,0.02,5,5,1.01082945326898
1,0.05,0,1,0.544335363370547
1,0.05,0,2,0.544122824703356
1,0.05,0,3,0.530315327759902
1,0.05,0,4,0.542970145621166
1,0.05,0,5,0.569911717868596
1,0.05,0.01,1,0.63453706725417
1,0.05,0.01,2,0.64672843771014
1,0.05,0.01,3,0.63193094185178
1,0.05,0.01,4,0.623465667916045
1,0.05,0.01,5,0.625703740568211
1,0.05,0.02,1,0.65594058526474
1,0.05,0.02,2,0.664645119448106
1,0.05,0.02,3,0.686410856430897
1,0.05,0.02,4,0.682844849683421
1,0.05,0.02,5,0.672756061629133
1,0.05,0.05,1,0.83849205536377
1,0.05,0.05,2,0.822405829911962
1,0.05,0.05,3,0.794010442095927
1,0.05,0.05,4,0.792244662938238
1,0.05,0.05,5,0.805097136477804
1,0.05,0.1,1,0.932805634628693
1,0.05,0.1,2,0.963324796073896
1,0.05,0.1,3,0.947361361176601
1,0.05,0.1,4,0.952189116150235
1,0.05,0.1,5,0.920336915157068
1,0.05,0.2,1,1.13589219871927
1,0.05,0.2,2,1.13984722423358
1,0.05,0.2,3,1.10148219090273
1,0.05,0.2,4,1.10494843605721
1,0.05,0.2,5,1.10710206796928
1,0.05,0.5,1,1.40325878533946
1,0.05,0.5,2,1.4028068313107
1,0.05,0.5,3,1.33360027990047
1,0.05,0.5,4,1.38639101477393
1,0.05,0.5,5,1.33809572685374
1,0.05,1,1,1.52634977366245
1,0.05,1,2,1.53786372696822
1,0.05,1,3,1.465616290178
1,0.05,1,4,1.566274304228
1,0.05,1,5,1.52362301840034
1,0.05,2,1,1.57884267075177
1,0.05,2,2,1.69666194560685
1,0.05,2,3,1.67988698421861
1,0.05,2,4,1.63027198032952
1,0.05,2,5,1.6115001539464
1,0.05,5,1,1.71575366062899
1,0.05,5,2,1.71205788151338
1,0.05,5,3,1.60070331183931
1,0.05,5,4,1.65147574848514
1,0.05,5,5,1.63370623012669
1,0.1,0,1,0.583102829672638
1,0.1,0,2,0.602276549442399
1,0.1,0,3,0.571525710676401
1,0.1,0,4,0.58399766025765
1,0.1,0,5,0.597164705043099
1,0.1,0.01,1,0.674375501916237
1,0.1,0.01,2,0.73887506465941
1,0.1,0.01,3,0.687415913130029
1,0.1,0.01,4,0.715868717771797
1,0.1,0.01,5,0.714124852871487
1,0.1,0.02,1,0.804373218052488
1,0.1,0.02,2,0.813149878967175
1,0.1,0.02,3,0.777251260234086
1,0.1,0.02,4,0.821874983895218
1,0.1,0.02,5,0.801615574818818
1,0.1,0.05,1,1.0213954621697
1,0.1,0.05,2,0.993599576373839
1,0.1,0.05,3,1.01679836631063
1,0.1,0.05,4,1.02486200441966
1,0.1,0.05,5,1.01999326757362
1,0.1,0.1,1,1.29816600890512
1,0.1,0.1,2,1.25444566793628
1,0.1,0.1,3,1.22797707663504
1,0.1,0.1,4,1.28356247830982
1,0.1,0.1,5,1.2572551344648
1,0.1,0.2,1,1.62492025254841
1,0.1,0.2,2,1.64032205817323
1,0.1,0.2,3,1.5814242731298
1,0.1,0.2,4,1.57020113104816
1,0.1,0.2,5,1.5970955883465
1,0.1,0.5,1,2.04506956813857
1,0.1,0.5,2,2.07204570462966
1,0.1,0.5,3,2.06956935007364
1,0.1,0.5,4,2.1237855912419
1,0.1,0.5,5,2.07525748809424
