Time,Signal1,Signal2,Replicate,Expression
1,0.02,5,1,1791.85433925449
1,0.02,5,2,1772.71077403356
1,0.02,5,3,1775.13187612273
1,0.02,5,4,1800.457703171
1,0.02,5,5,1790.39888107908
1,0.05,0,1,802.883758234149
1,0.05,0,2,814.976105163215
1,0.05,0,3,800.266708229239
1,0.05,0,4,778.604705330557
1,0.05,0,5,797.746953928612
1,0.05,0.01,1,1911.83160780915
1,0.05,0.01,2,1834.28104496129
1,0.05,0.01,3,1799.36670446832
1,0.05,0.01,4,1849.84078356952
1,0.05,0.01,5,1826.28056808382
1,0.05,0.02,1,1925.7989394678
1,0.05,0.02,2,1939.4026056969
1,0.05,0.02,3,1890.51377466096
1,0.05,0.02,4,1931.32133144852
1,0.05,0.02,5,1881.07776358869
1,0.05,0.05,1,1910.79154119537
1,0.05,0.05,2,1874.46828566857
1,0.05,0.05,3,1912.75758713699
1,0.05,0.05,4,1984.89974129918
1,0.05,0.05,5,1941.13567441311
1,0.05,0.1,1,1922.95550388339
1,0.05,0.1,2,1924.79107934461
1,0.05,0.1,3,1929.85651212948
1,0.05,0.1,4,1982.35122826257
1,0.05,0.1,5,1948.91261457908
1,0.05,0.2,1,1974.1509476982
1,0.05,0.2,2,1973.28174207296
1,0.05,0.2,3,1962.368304041
1,0.05,0.2,4,1902.17148826017
1,0.05,0.2,5,2020.44979786682
1,0.05,0.5,1,1937.63544183264
1,0.05,0.5,2,1895.82046326528
1,0.05,0.5,3,1983.1852917703
1,0.05,0.5,4,2030.10030747223
1,0.05,0.5,5,1999.82765782025
1,0.05,1,1,2027.18098980438
1,0.05,1,2,2031.60570133554
1,0.05,1,3,2053.79086286156
1,0.05,1,4,2054.09613804654
1,0.05,1,5,2069.77611559033
1,0.05,2,1,2048.63180080943
1,0.05,2,2,2040.71911153414
1,0.05,2,3,2114.44491119317
1,0.05,2,4,2067.12971275237
1,0.05,2,5,2050.93481282804
1,0.05,5,1,2080.68056773443
1,0.05,5,2,2085.50124857884
1,0.05,5,3,2113.46177054887
1,0.05,5,4,2153.85961266934
1,0.05,5,5,2082.92125552672
1,0.1,0,1,1090.20888601947
1,0.1,0,2,1089.45378030059
1,0.1,0,3,1084.3057443851
1,0.1,0,4,1060.15657828386
1,0.1,0,5,1048.9310947428
1,0.1,0.01,1,2156.16945954672
1,0.1,0.01,2,2112.71072150407
1,0.1,0.01,3,2123.69564263625
1,0.1,0.01,4,2156.81208904236
1,0.1,0.01,5,2036.7595123479
1,0.1,0.02,1,2213.52195267292
1,0.1,0.02,2,2141.29202705259
1,0.1,0.02,3,2088.93634055599
1,0.1,0.02,4,2151.73773299314
1,0.1,0.02,5,2123.51585754712
1,0.1,0.05,1,2161.67897663068
1,0.1,0.05,2,2158.00094673531
1,0.1,0.05,3,2227.26708620232
1,0.1,0.05,4,2167.39611083904
1,0.1,0.05,5,2175.01409792151
1,0.1,0.1,1,2224.77249331791
1,0.1,0.1,2,2157.50802180162
1,0.1,0.1,3,2257.77232415479
1,0.1,0.1,4,2100.96502241764
1,0.1,0.1,5,2201.11981189471
1,0.1,0.2,1,2209.85904489943
1,0.1,0.2,2,2268.57904612554
1,0.1,0.2,3,2254.99398414105
1,0.1,0.2,4,2263.41120977567
1,0.1,0.2,5,2214.21657439263
1,0.1,0.5,1,2355.43498767888
1,0.1,0.5,2,2249.58017447944
1,0.1,0.5,3,2271.31282028495
1,0.1,0.5,4,2239.58863553464
1,0.1,0.5,5,2329.07918043822
1,0.1,1,1,2263.89200586805
1,0.1,1,2,2241.93255621166
1,0.1,1,3,2293.57120737361
1,0.1,1,4,2402.94388346758
1,0.1,1,5,2295.65720751933
1,0.1,2,1,2314.85280149789
1,0.1,2,2,2350.68852648667
1,0.1,2,3,2360.78679707785
1,0.1,2,4,2336.38368719223
1,0.1,2,5,2372.86772024841
1,0.1,5,1,2325.74037086382
1,0.1,5,2,2330.96678745116
1,0.1,5,3,2229.06912636628
1,0.1,5,4,2403.6051139048
1,0.1,5,5,2468.98081601017
1,0.2,0,1,1273.749940146
1,0.2,0,2,1270.82418689891
1,0.2,0,3,1289.14548473285
1,0.2,0,4,1259.05430804621
1,0.2,0,5,1252.30672066146
1,0.2,0.01,1,2339.37874387284
1,0.2,0.01,2,2360.55834300425
1,0.2,0.01,3,2376.12288242165
1,0.2,0.01,4,2274.9396956092
1,0.2,0.01,5,2315.6302076329
1,0.2,0.02,1,2289.11701058554
1,0.2,0.02,2,2369.43924061005
1,0.2,0.02,3,2342.39122155594
1,0.2,0.02,4,2398.96703182066
1,0.2,0.02,5,2400.17452415977
1,0.2,0.05,1,2462.69559125843
1,0.2,0.05,2,2480.18672814751
1,0.2,0.05,3,2487.06164778064
1,0.2,0.05,4,2319.13024340601
1,0.2,0.05,5,2417.34830238926
1,0.2,0.1,1,2371.49315605762
1,0.2,0.1,2,2469.60647651646
